|||Sütunlar|
Satırlar|||Tüketici Madde Fiyatları (2003=100)|
|||İstanbul-TR10|
||||
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1813|
||0722001. (Benzin)|4.3294|
||0830009. (İnternet Ücreti)|75.0485|
|03-Mart|0441001. (Su Faturası)|5.1887|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1818|
||0722001. (Benzin)|4.4153|
||0830009. (İnternet Ücreti)|75.0485|
|04-Nisan|0441001. (Su Faturası)|5.2526|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1837|
||0722001. (Benzin)|4.4996|
||0830009. (İnternet Ücreti)|75.0485|
|05-Mayıs|0441001. (Su Faturası)|5.343|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1853|
||0722001. (Benzin)|4.7008|
||0830009. (İnternet Ücreti)|75.0485|
|06-Haziran|0441001. (Su Faturası)|5.3804|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1875|
||0722001. (Benzin)|4.7855|
||0830009. (İnternet Ücreti)|75.0485|
|07-Temmuz|0441001. (Su Faturası)|5.3585|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.1893|
||0722001. (Benzin)|4.7251|
||0830009. (İnternet Ücreti)|75.0485|
|08-Ağustos|0441001. (Su Faturası)|5.3694|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.1897|
||0722001. (Benzin)|4.544|
||0830009. (İnternet Ücreti)|75.0485|
|09-Eylül|0441001. (Su Faturası)|5.3959|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.1892|
||0722001. (Benzin)|4.5124|
||0830009. (İnternet Ücreti)|75.0485|
|10-Ekim|0441001. (Su Faturası)|5.4488|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.1908|
||0722001. (Benzin)|4.4371|
||0830009. (İnternet Ücreti)|75.4412|
|11-Kasım|0441001. (Su Faturası)|5.5347|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.1932|
||0722001. (Benzin)|4.3525|
||0830009. (İnternet Ücreti)|75.4412|
|12-Aralık|0441001. (Su Faturası)|5.5721|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.1929|
||0722001. (Benzin)|4.3105|
||0830009. (İnternet Ücreti)|75.4412|
2016|01-Ocak|0441001. (Su Faturası)|5.0539|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.1906|
||0722001. (Benzin)|4.2455|
||0830009. (İnternet Ücreti)|76.0468|
|02-Şubat|0441001. (Su Faturası)|5.1391|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.19|
||0722001. (Benzin)|4.102|
||0830009. (İnternet Ücreti)|76.0468|
|03-Mart|0441001. (Su Faturası)|5.1391|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.1909|
||0722001. (Benzin)|4.2534|
||0830009. (İnternet Ücreti)|76.0468|
|04-Nisan|0441001. (Su Faturası)|5.1391|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.1906|
||0722001. (Benzin)|4.3462|
||0830009. (İnternet Ücreti)|76.0468|
|05-Mayıs|0441001. (Su Faturası)|5.1747|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.1913|
||0722001. (Benzin)|4.4752|
||0830009. (İnternet Ücreti)|76.0468|
|06-Haziran|0441001. (Su Faturası)|5.2023|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.1921|
||0722001. (Benzin)|4.4925|
||0830009. (İnternet Ücreti)|76.0468|
|07-Temmuz|0441001. (Su Faturası)|5.2132|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1945|
||0722001. (Benzin)|4.3624|
||0830009. (İnternet Ücreti)|81.7459|
|08-Ağustos|0441001. (Su Faturası)|5.2846|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1952|
||0722001. (Benzin)|4.38|
||0830009. (İnternet Ücreti)|81.7459|
|09-Eylül|0441001. (Su Faturası)|5.2627|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1956|
||0722001. (Benzin)|4.6495|
||0830009. (İnternet Ücreti)|81.7459|
|10-Ekim|0441001. (Su Faturası)|5.2737|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.0956|
||0722001. (Benzin)|4.8228|
||0830009. (İnternet Ücreti)|81.7459|
|11-Kasım|0441001. (Su Faturası)|5.3479|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.0961|
||0722001. (Benzin)|4.8205|
||0830009. (İnternet Ücreti)|81.7459|
|12-Aralık|0441001. (Su Faturası)|5.3726|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.0975|
||0722001. (Benzin)|5.081|
||0830009. (İnternet Ücreti)|81.7459|
2017|01-Ocak|0441001. (Su Faturası)|5.435|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1009|
||0722001. (Benzin)|5.3064|
||0830009. (İnternet Ücreti)|54.1051|
|02-Şubat|0441001. (Su Faturası)|5.5587|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.106|
||0722001. (Benzin)|5.3326|
||0830009. (İnternet Ücreti)|54.1051|
|03-Mart|0441001. (Su Faturası)|5.6053|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1131|
||0722001. (Benzin)|5.1803|
||0830009. (İnternet Ücreti)|54.1051|
|04-Nisan|0441001. (Su Faturası)|5.6548|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1154|
||0722001. (Benzin)|5.291|
||0830009. (İnternet Ücreti)|54.1051|
|05-Mayıs|0441001. (Su Faturası)|5.7261|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1173|
||0722001. (Benzin)|5.1297|
||0830009. (İnternet Ücreti)|54.1051|
|06-Haziran|0441001. (Su Faturası)|5.7427|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1188|
||0722001. (Benzin)|5.018|
||0830009. (İnternet Ücreti)|54.1051|
|07-Temmuz|0441001. (Su Faturası)|5.7318|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1198|
||0722001. (Benzin)|5.0573|
||0830009. (İnternet Ücreti)|54.1051|
|08-Ağustos|0441001. (Su Faturası)|5.7399|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1199|
||0722001. (Benzin)|5.185|
||0830009. (İnternet Ücreti)|54.1051|
|09-Eylül|0441001. (Su Faturası)|5.7675|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1213|
||0722001. (Benzin)|5.2605|
||0830009. (İnternet Ücreti)|54.1051|
|10-Ekim|0441001. (Su Faturası)|5.8032|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1229|
||0722001. (Benzin)|5.2972|
||0830009. (İnternet Ücreti)|54.1051|
|11-Kasım|0441001. (Su Faturası)|5.9102|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1234|
||0722001. (Benzin)|5.5818|
||0830009. (İnternet Ücreti)|54.1051|
|12-Aralık|0441001. (Su Faturası)|5.9872|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1267|
||0722001. (Benzin)|5.5756|
||0830009. (İnternet Ücreti)|54.1051|
2018|01-Ocak|0441001. (Su Faturası)|5.6844|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1307|
||0722001. (Benzin)|5.6562|
||0830009. (İnternet Ücreti)|47.8751|
|02-Şubat|0441001. (Su Faturası)|5.7367|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1335|
||0722001. (Benzin)|5.6359|
||0830009. (İnternet Ücreti)|47.8751|
|03-Mart|0441001. (Su Faturası)|5.7805|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1356|
||0722001. (Benzin)|5.7273|
||0830009. (İnternet Ücreti)|47.8751|
|04-Nisan|0441001. (Su Faturası)|5.8328|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1411|
||0722001. (Benzin)|6.0175|
||0830009. (İnternet Ücreti)|47.8751|
|05-Mayıs|0441001. (Su Faturası)|5.9317|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1444|
||0722001. (Benzin)|6.1685|
||0830009. (İnternet Ücreti)|47.8751|
|06-Haziran|0441001. (Su Faturası)|6.0168|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.15|
||0722001. (Benzin)|6.2471|
||0830009. (İnternet Ücreti)|63.3241|
|07-Temmuz|0441001. (Su Faturası)|6.1624|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1584|
||0722001. (Benzin)|6.2471|
||0830009. (İnternet Ücreti)|65.2728|
|08-Ağustos|0441001. (Su Faturası)|6.1871|
||0451001. (Elektrik Ücreti)|0.5027|
||0452101. (Doğal Gaz)|1.2465|
||0722001. (Benzin)|6.5558|
||0830009. (İnternet Ücreti)|65.2728|
|09-Eylül|0441001. (Su Faturası)|6.3108|
||0451001. (Elektrik Ücreti)|0.5479|
||0452101. (Doğal Gaz)|1.3391|
||0722001. (Benzin)|6.8893|
||0830009. (İnternet Ücreti)|65.2728|
|10-Ekim|0441001. (Su Faturası)|6.6514|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.4514|
||0722001. (Benzin)|6.9295|
||0830009. (İnternet Ücreti)|65.2728|
|11-Kasım|0441001. (Su Faturası)|6.7888|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.4794|
||0722001. (Benzin)|6.5226|
||0830009. (İnternet Ücreti)|55.3841|
|12-Aralık|0441001. (Su Faturası)|6.7146|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.482|
||0722001. (Benzin)|6.0451|
||0830009. (İnternet Ücreti)|55.3841|
2019|01-Ocak|0441001. (Su Faturası)|5.9504|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.358|
||0722001. (Benzin)|6.0376|
||0830009. (İnternet Ücreti)|55.0434|
|02-Şubat|0441001. (Su Faturası)|6.0108|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3518|
||0722001. (Benzin)|6.1576|
||0830009. (İnternet Ücreti)|55.6648|
|03-Mart|0441001. (Su Faturası)|6.0217|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.353|
||0722001. (Benzin)|6.546|
||0830009. (İnternet Ücreti)|55.9174|
|04-Nisan|0441001. (Su Faturası)|6.074|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3532|
||0722001. (Benzin)|6.9521|
||0830009. (İnternet Ücreti)|55.7981|
|05-Mayıs|0441001. (Su Faturası)|5.7409|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3576|
||0722001. (Benzin)|7.0197|
||0830009. (İnternet Ücreti)|56.3973|
|06-Haziran|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3659|
||0722001. (Benzin)|6.8042|
||0830009. (İnternet Ücreti)|57.281|
|07-Temmuz|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.3737|
||0722001. (Benzin)|6.9358|
||0830009. (İnternet Ücreti)|56.9151|
|08-Ağustos|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.5749|
||0722001. (Benzin)|6.6424|
||0830009. (İnternet Ücreti)|57.3943|
|09-Eylül|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.7977|
||0722001. (Benzin)|6.8414|
||0830009. (İnternet Ücreti)|57.8226|
|10-Ekim|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.796|
||0722001. (Benzin)|6.8271|
||0830009. (İnternet Ücreti)|58.4221|
|11-Kasım|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7964|
||0722001. (Benzin)|6.8276|
||0830009. (İnternet Ücreti)|58.844|
|12-Aralık|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7969|
||0722001. (Benzin)|6.8729|
||0830009. (İnternet Ücreti)|59.2039|
2020|01-Ocak|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7966|
||0722001. (Benzin)|6.9658|
||0830009. (İnternet Ücreti)|58.8981|
|02-Şubat|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7986|
||0722001. (Benzin)|6.7007|
||0830009. (İnternet Ücreti)|59.4834|
|03-Mart|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8041|
||0722001. (Benzin)|5.7186|
||0830009. (İnternet Ücreti)|59.7204|
|04-Nisan|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8055|
||0722001. (Benzin)|5.1135|
||0830009. (İnternet Ücreti)|60.3592|
|05-Mayıs|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8081|
||0722001. (Benzin)|5.6068|
||0830009. (İnternet Ücreti)|61.0592|
|06-Haziran|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.812|
||0722001. (Benzin)|6.0713|
||0830009. (İnternet Ücreti)|61.4687|
|07-Temmuz|0441001. (Su Faturası)|5.7247|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8168|
||0722001. (Benzin)|6.3342|
||0830009. (İnternet Ücreti)|61.8042|
|08-Ağustos|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8189|
||0722001. (Benzin)|6.5431|
||0830009. (İnternet Ücreti)|62.3433|
|09-Eylül|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8221|
||0722001. (Benzin)|6.691|
||0830009. (İnternet Ücreti)|63.305|
|10-Ekim|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8296|
||0722001. (Benzin)|6.7704|
||0830009. (İnternet Ücreti)|64.5152|
|11-Kasım|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8382|
||0722001. (Benzin)|6.7689|
||0830009. (İnternet Ücreti)|65.0576|
|12-Aralık|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8501|
||0722001. (Benzin)|7.121|
||0830009. (İnternet Ücreti)|66.0217|
2021|01-Ocak|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.879|
||0722001. (Benzin)|7.212|
||0830009. (İnternet Ücreti)|66.2986|
|02-Şubat|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9024|
||0722001. (Benzin)|7.2269|
||0830009. (İnternet Ücreti)|67.2231|
|03-Mart|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9273|
||0722001. (Benzin)|7.1713|
||0830009. (İnternet Ücreti)|67.8572|
|04-Nisan|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9471|
||0722001. (Benzin)|7.0749|
||0830009. (İnternet Ücreti)|68.5443|
|05-Mayıs|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9783|
||0722001. (Benzin)|7.3252|
||0830009. (İnternet Ücreti)|69.1365|
|06-Haziran|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0111|
||0722001. (Benzin)|7.7306|
||0830009. (İnternet Ücreti)|70.2197|
|07-Temmuz|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2156|
||0722001. (Benzin)|7.7454|
||0830009. (İnternet Ücreti)|71.385|
|08-Ağustos|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2329|
||0722001. (Benzin)|7.7457|
||0830009. (İnternet Ücreti)|71.7263|
|09-Eylül|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.244|
||0722001. (Benzin)|7.7594|
||0830009. (İnternet Ücreti)|73.1729|
|10-Ekim|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2567|
||0722001. (Benzin)|7.9468|
||0830009. (İnternet Ücreti)|73.7116|
|11-Kasım|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2641|
||0722001. (Benzin)|8.6046|
||0830009. (İnternet Ücreti)|74.596|
|12-Aralık|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2893|
||0722001. (Benzin)|10.7023|
||0830009. (İnternet Ücreti)|75.3537|
2022|01-Ocak|0441001. (Su Faturası)|7.5675|
||0451001. (Elektrik Ücreti)|1.5562|
||0452101. (Doğal Gaz)|2.7788|
||0722001. (Benzin)|13.6097|
||0830009. (İnternet Ücreti)|76.27|
|02-Şubat|0441001. (Su Faturası)|7.3412|
||0451001. (Elektrik Ücreti)|1.4809|
||0452101. (Doğal Gaz)|2.8851|
||0722001. (Benzin)|15.1165|
||0830009. (İnternet Ücreti)|77.5432|
|03-Mart|0441001. (Su Faturası)|7.1217|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|2.9544|
||0722001. (Benzin)|18.7837|
||0830009. (İnternet Ücreti)|79.0905|
|04-Nisan|0441001. (Su Faturası)|9.4715|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|3.7755|
||0722001. (Benzin)|19.0357|
||0830009. (İnternet Ücreti)|81.5053|
||||
